state,location,so2,no2,rspm,date,season
Karnataka,Mysore,10.0,24.0,51.0,2013-08-03,Monsoon
Karnataka,Mysore,10.0,24.0,54.0,2013-12-03,Winter
Karnataka,Mysore,10.0,24.0,66.0,2013-03-15,Summer
Karnataka,Mysore,11.0,23.0,63.0,2013-03-19,Summer
Karnataka,Mysore,13.0,23.0,78.0,2013-03-22,Summer
Karnataka,Mysore,14.0,23.0,63.0,2013-03-26,Summer
Karnataka,Mysore,10.0,24.0,59.0,2013-03-04,Summer
Karnataka,Mysore,11.0,24.0,67.0,2013-06-04,Monsoon
Karnataka,Mysore,11.0,24.0,59.0,2013-09-04,Monsoon
Karnataka,Mysore,11.0,23.0,63.0,2013-12-04,Winter
Karnataka,Mysore,11.0,24.0,56.0,2013-04-16,Summer
Karnataka,Mysore,11.0,22.0,46.0,2013-04-19,Summer
Karnataka,Mysore,11.0,23.0,67.0,2013-04-25,Summer
Karnataka,Mysore,11.0,23.0,53.0,2013-04-27,Summer
Karnataka,Mysore,11.0,24.0,56.0,2013-04-30,Summer
Karnataka,Mysore,11.0,24.0,47.0,2013-03-05,Summer
Karnataka,Mysore,11.0,22.0,60.0,2013-06-05,Monsoon
Karnataka,Mysore,11.0,23.0,60.0,2013-09-05,Monsoon
Karnataka,Mysore,11.0,24.0,52.0,2013-05-14,Summer
Karnataka,Mysore,11.0,24.0,55.0,2013-05-16,Summer
Karnataka,Mysore,11.0,24.0,51.0,2013-05-20,Summer
Karnataka,Mysore,11.0,24.0,64.0,2013-05-23,Summer
Karnataka,Mysore,11.0,24.0,34.0,2013-05-27,Summer
Karnataka,Mysore,11.0,24.0,34.0,2013-05-29,Summer
Karnataka,Mysore,11.0,23.0,44.0,2013-04-06,Summer
Karnataka,Mysore,11.0,22.0,51.0,2013-07-06,Monsoon
Karnataka,Mysore,11.0,22.0,46.0,2013-11-06,Winter
Karnataka,Mysore,11.0,23.0,54.0,2013-06-14,Monsoon
Karnataka,Mysore,11.0,22.0,50.0,2013-06-18,Monsoon
Karnataka,Mysore,11.0,22.0,54.0,2013-06-21,Monsoon
Karnataka,Mysore,11.0,23.0,47.0,2013-06-25,Monsoon
Karnataka,Mysore,11.0,23.0,48.0,2013-06-27,Monsoon
Karnataka,Mysore,11.0,22.0,44.0,2013-03-07,Summer
Karnataka,Mysore,11.0,23.0,45.0,2013-06-07,Monsoon
Karnataka,Mysore,11.0,23.0,45.0,2013-09-07,Monsoon
Karnataka,Mysore,11.0,23.0,44.0,2013-12-07,Winter
Karnataka,Mysore,11.0,22.0,49.0,2013-07-16,Monsoon
Karnataka,Mysore,11.0,22.0,52.0,2013-07-19,Monsoon
Karnataka,Mysore,11.0,23.0,50.0,2013-07-23,Monsoon
Karnataka,Mysore,10.0,22.0,41.0,2013-07-26,Monsoon
Karnataka,Mysore,11.0,23.0,41.0,2013-07-30,Monsoon
Karnataka,Mysore,11.0,22.0,52.0,2013-02-08,Winter
Karnataka,Mysore,10.0,21.0,49.0,2013-06-08,Monsoon
Karnataka,Mysore,11.0,22.0,51.0,2013-08-08,Monsoon
Karnataka,Mysore,10.0,23.0,43.0,2013-08-13,Monsoon
Karnataka,Mysore,11.0,23.0,56.0,2013-08-17,Monsoon
Karnataka,Mysore,11.0,23.0,64.0,2013-08-20,Monsoon
Karnataka,Mysore,11.0,22.0,43.0,2013-08-23,Monsoon
Karnataka,Mysore,11.0,23.0,61.0,2013-08-27,Monsoon
Karnataka,Mysore,11.0,22.0,60.0,2013-08-29,Monsoon
Karnataka,Mysore,10.0,21.0,57.0,2013-03-09,Summer
Karnataka,Mysore,10.0,21.0,49.0,2013-06-09,Monsoon
Karnataka,Mysore,11.0,23.0,55.0,2013-09-13,Monsoon
Karnataka,Mysore,11.0,23.0,51.0,2013-09-17,Monsoon
Karnataka,Mysore,11.0,22.0,42.0,2013-09-20,Monsoon
Karnataka,Mysore,12.0,24.0,53.0,2013-09-24,Monsoon
Karnataka,Mysore,10.0,22.0,68.0,2013-09-27,Monsoon
Karnataka,Mysore,11.0,22.0,86.0,2013-03-10,Summer
Karnataka,Mysore,11.0,23.0,53.0,2013-08-10,Monsoon
Karnataka,Mysore,12.0,24.0,62.0,2013-11-10,Winter
Karnataka,Mysore,9.0,21.0,44.0,2013-10-19,Monsoon
Karnataka,Mysore,11.0,24.0,40.0,2013-10-22,Monsoon
Karnataka,Mysore,11.0,22.0,64.0,2013-10-24,Monsoon
Karnataka,Mysore,11.0,21.0,50.0,2013-10-26,Monsoon
Karnataka,Mysore,11.0,24.0,74.0,2013-10-29,Monsoon
Karnataka,Mysore,15.0,27.0,85.0,2013-02-11,Winter
Karnataka,Mysore,15.0,29.0,84.0,2013-04-11,Summer
Karnataka,Mysore,13.0,25.0,78.0,2013-06-11,Monsoon
Karnataka,Mysore,12.0,24.0,56.0,2013-08-11,Monsoon
Karnataka,Mysore,11.0,23.0,61.0,2013-12-11,Winter
Karnataka,Mysore,12.0,22.0,59.0,2013-11-16,Winter
Karnataka,Mysore,11.0,23.0,61.0,2013-11-19,Winter
Karnataka,Mysore,11.0,23.0,68.0,2013-11-22,Winter
Karnataka,Mysore,11.0,23.0,58.0,2013-11-26,Winter
Karnataka,Mysore,11.0,24.0,90.0,2013-11-29,Winter
Karnataka,Mysore,11.0,23.0,51.0,2013-03-12,Summer
Karnataka,Mysore,11.0,22.0,73.0,2013-06-12,Monsoon
Karnataka,Mysore,11.0,22.0,56.0,2013-10-12,Monsoon
Karnataka,Mysore,11.0,23.0,56.0,2013-12-13,Winter
Karnataka,Mysore,11.0,22.0,69.0,2013-12-17,Winter
Karnataka,Mysore,10.0,22.0,56.0,2013-12-19,Winter
Karnataka,Mysore,11.0,24.0,70.0,2013-12-23,Winter
Karnataka,Mysore,13.0,25.0,89.0,2013-12-26,Winter
Karnataka,Mysore,13.0,24.0,71.0,2013-12-30,Winter
Karnataka,Mysore,9.0,22.0,75.0,2013-02-01,Winter
Karnataka,Mysore,9.0,23.0,61.0,2013-04-01,Summer
Karnataka,Mysore,9.0,24.0,72.0,2013-07-01,Monsoon
Karnataka,Mysore,9.0,21.0,62.0,2013-10-01,Monsoon
Karnataka,Mysore,9.0,21.0,74.0,2013-01-16,Winter
Karnataka,Mysore,9.0,22.0,58.0,2013-01-18,Winter
Karnataka,Mysore,9.0,22.0,59.0,2013-01-21,Winter
Karnataka,Mysore,9.0,21.0,90.0,2013-01-23,Winter
Karnataka,Mysore,9.0,20.0,89.0,2013-01-28,Winter
Karnataka,Mysore,9.0,19.0,57.0,2013-01-02,Winter
Karnataka,Mysore,9.0,20.0,49.0,2013-04-02,Summer
Karnataka,Mysore,9.0,20.0,54.0,2013-07-02,Monsoon
Karnataka,Mysore,10.0,20.0,61.0,2013-11-02,Winter
Karnataka,Mysore,10.0,22.0,110.0,2013-02-14,Winter
Karnataka,Mysore,10.0,22.0,49.0,2013-02-18,Winter
Karnataka,Mysore,10.0,21.0,60.0,2013-02-21,Winter
Karnataka,Mysore,10.0,20.0,53.0,2013-02-25,Winter
Karnataka,Mysore,10.0,20.0,64.0,2013-02-27,Winter
Karnataka,Mysore,10.0,23.0,53.0,2013-04-03,Summer
Karnataka,Mysore,10.0,23.0,58.0,2013-11-03,Winter
Karnataka,Mysore,11.0,23.0,64.0,2013-03-14,Summer
Karnataka,Mysore,11.0,23.0,42.0,2013-03-18,Summer
Karnataka,Mysore,12.0,23.0,49.0,2013-03-21,Summer
Karnataka,Mysore,12.0,23.0,75.0,2013-03-27,Summer
Karnataka,Mysore,10.0,23.0,56.0,2013-02-04,Winter
Karnataka,Mysore,11.0,23.0,74.0,2013-05-04,Summer
Karnataka,Mysore,10.0,23.0,72.0,2013-08-04,Monsoon
Karnataka,Mysore,11.0,23.0,57.0,2013-10-04,Monsoon
Karnataka,Mysore,11.0,23.0,67.0,2013-04-15,Summer
Karnataka,Mysore,11.0,23.0,52.0,2013-04-18,Summer
Karnataka,Mysore,11.0,22.0,69.0,2013-04-24,Summer
Karnataka,Mysore,11.0,22.0,59.0,2013-04-26,Summer
Karnataka,Mysore,11.0,22.0,59.0,2013-04-29,Summer
Karnataka,Mysore,11.0,23.0,65.0,2013-03-05,Summer
Karnataka,Mysore,10.0,22.0,61.0,2013-06-05,Monsoon
Karnataka,Mysore,11.0,23.0,64.0,2013-09-05,Monsoon
Karnataka,Mysore,11.0,23.0,75.0,2013-05-14,Summer
Karnataka,Mysore,11.0,23.0,81.0,2013-05-16,Summer
Karnataka,Mysore,11.0,23.0,70.0,2013-05-20,Summer
Karnataka,Mysore,11.0,24.0,67.0,2013-05-23,Summer
Karnataka,Mysore,11.0,24.0,40.0,2013-05-27,Summer
Karnataka,Mysore,11.0,23.0,112.0,2013-05-29,Summer
Karnataka,Mysore,11.0,22.0,34.0,2013-03-06,Summer
Karnataka,Mysore,11.0,23.0,50.0,2013-06-06,Monsoon
Karnataka,Mysore,11.0,24.0,59.0,2013-10-06,Monsoon
Karnataka,Mysore,11.0,23.0,70.0,2013-06-13,Monsoon
Karnataka,Mysore,11.0,22.0,49.0,2013-06-17,Monsoon
Karnataka,Mysore,11.0,22.0,63.0,2013-06-20,Monsoon
Karnataka,Mysore,10.0,21.0,50.0,2013-06-24,Monsoon
Karnataka,Mysore,10.0,21.0,48.0,2013-06-26,Monsoon
Karnataka,Mysore,11.0,22.0,55.0,2013-06-28,Monsoon
Karnataka,Mysore,11.0,22.0,70.0,2013-02-07,Winter
Karnataka,Mysore,11.0,22.0,71.0,2013-05-07,Summer
Karnataka,Mysore,11.0,22.0,73.0,2013-08-07,Monsoon
Karnataka,Mysore,10.0,22.0,63.0,2013-11-07,Winter
Karnataka,Mysore,10.0,22.0,67.0,2013-07-15,Monsoon
Karnataka,Mysore,11.0,23.0,53.0,2013-07-18,Monsoon
Karnataka,Mysore,11.0,23.0,62.0,2013-07-22,Monsoon
Karnataka,Mysore,10.0,21.0,42.0,2013-07-25,Monsoon
Karnataka,Mysore,11.0,22.0,73.0,2013-07-29,Monsoon
Karnataka,Mysore,10.0,22.0,55.0,2013-02-08,Winter
Karnataka,Mysore,11.0,22.0,57.0,2013-06-08,Monsoon
Karnataka,Mysore,11.0,22.0,63.0,2013-08-08,Monsoon
Karnataka,Mysore,11.0,21.0,64.0,2013-08-13,Monsoon
Karnataka,Mysore,9.0,22.0,63.0,2013-08-17,Monsoon
Karnataka,Mysore,10.0,22.0,62.0,2013-08-20,Monsoon
Karnataka,Mysore,11.0,23.0,62.0,2013-08-23,Monsoon
Karnataka,Mysore,11.0,22.0,71.0,2013-08-27,Monsoon
Karnataka,Mysore,11.0,23.0,72.0,2013-08-29,Monsoon
Karnataka,Mysore,11.0,20.0,61.0,2013-03-09,Summer
Karnataka,Mysore,11.0,21.0,71.0,2013-06-09,Monsoon
Karnataka,Mysore,11.0,22.0,64.0,2013-09-13,Monsoon
Karnataka,Mysore,11.0,21.0,48.0,2013-09-17,Monsoon
Karnataka,Mysore,11.0,22.0,45.0,2013-09-20,Monsoon
Karnataka,Mysore,11.0,23.0,53.0,2013-09-24,Monsoon
Karnataka,Mysore,11.0,22.0,52.0,2013-09-27,Monsoon
Karnataka,Mysore,11.0,22.0,46.0,2013-01-10,Winter
Karnataka,Mysore,11.0,23.0,51.0,2013-07-10,Monsoon
Karnataka,Mysore,11.0,23.0,57.0,2013-10-10,Monsoon
Karnataka,Mysore,11.0,22.0,41.0,2013-10-17,Monsoon
Karnataka,Mysore,10.0,21.0,61.0,2013-10-22,Monsoon
Karnataka,Mysore,10.0,22.0,48.0,2013-10-24,Monsoon
Karnataka,Mysore,11.0,22.0,28.0,2013-10-26,Monsoon
Karnataka,Mysore,11.0,23.0,39.0,2013-10-29,Monsoon
Karnataka,Mysore,15.0,28.0,54.0,2013-02-11,Winter
Karnataka,Mysore,18.0,26.0,55.0,2013-04-11,Summer
Karnataka,Mysore,12.0,23.0,48.0,2013-06-11,Monsoon
Karnataka,Mysore,11.0,23.0,46.0,2013-08-11,Monsoon
Karnataka,Mysore,10.0,22.0,53.0,2013-11-11,Winter
Karnataka,Mysore,11.0,22.0,60.0,2013-11-14,Winter
Karnataka,Mysore,11.0,23.0,50.0,2013-11-18,Winter
Karnataka,Mysore,11.0,23.0,65.0,2013-11-21,Winter
Karnataka,Mysore,11.0,24.0,91.0,2013-11-25,Winter
Karnataka,Mysore,12.0,24.0,96.0,2013-11-28,Winter
Karnataka,Mysore,11.0,22.0,50.0,2013-02-12,Winter
Karnataka,Mysore,11.0,23.0,82.0,2013-05-12,Summer
Karnataka,Mysore,11.0,22.0,89.0,2013-09-12,Monsoon
Karnataka,Mysore,11.0,23.0,88.0,2013-12-12,Winter
Karnataka,Mysore,12.0,23.0,98.0,2013-12-16,Winter
Karnataka,Mysore,11.0,22.0,42.0,2013-12-18,Winter
Karnataka,Mysore,12.0,24.0,75.0,2013-12-20,Winter
Karnataka,Mysore,10.0,21.0,60.0,2013-12-27,Winter
Karnataka,Raichur,6.0,9.0,65.0,2013-08-04,Monsoon
Karnataka,Raichur,8.0,11.0,61.0,2013-04-13,Summer
Karnataka,Raichur,8.0,11.0,60.0,2013-04-17,Summer
Karnataka,Raichur,9.0,13.0,59.0,2013-04-21,Summer
Karnataka,Raichur,8.0,13.0,61.0,2013-04-21,Summer
Karnataka,Raichur,8.0,11.0,65.0,2013-04-25,Summer
Karnataka,Raichur,6.0,9.0,48.0,2013-02-05,Winter
Karnataka,Raichur,7.0,10.0,45.0,2013-06-05,Monsoon
Karnataka,Raichur,7.0,10.0,46.0,2013-10-05,Monsoon
Karnataka,Raichur,7.0,10.0,47.0,2013-05-14,Summer
Karnataka,Raichur,7.0,10.0,49.0,2013-05-18,Summer
Karnataka,Raichur,6.0,9.0,47.0,2013-05-21,Summer
Karnataka,Raichur,6.0,9.0,43.0,2013-05-24,Summer
Karnataka,Raichur,6.0,9.0,47.0,2013-05-27,Summer
Karnataka,Raichur,8.0,10.0,58.0,2013-05-30,Summer
Karnataka,Raichur,9.0,13.0,56.0,2013-02-06,Winter
Karnataka,Raichur,8.0,12.0,56.0,2013-06-06,Monsoon
Karnataka,Raichur,8.0,12.0,61.0,2013-10-06,Monsoon
Karnataka,Raichur,7.0,10.0,57.0,2013-06-14,Monsoon
Karnataka,Raichur,7.0,10.0,49.0,2013-06-17,Monsoon
Karnataka,Raichur,7.0,10.0,48.0,2013-06-21,Monsoon
Karnataka,Raichur,8.0,13.0,59.0,2013-06-27,Monsoon
Karnataka,Raichur,10.0,13.0,56.0,2013-06-30,Monsoon
Karnataka,Raichur,8.0,12.0,56.0,2013-02-07,Winter
Karnataka,Raichur,6.0,10.0,57.0,2013-06-07,Monsoon
Karnataka,Raichur,8.0,13.0,59.0,2013-09-07,Monsoon
Karnataka,Raichur,6.0,9.0,59.0,2013-12-07,Winter
Karnataka,Raichur,7.0,10.0,57.0,2013-07-15,Monsoon
Karnataka,Raichur,8.0,14.0,59.0,2013-07-18,Monsoon
Karnataka,Raichur,7.0,12.0,62.0,2013-07-23,Monsoon
Karnataka,Raichur,8.0,13.0,59.0,2013-07-26,Monsoon
Karnataka,Raichur,8.0,11.0,59.0,2013-07-30,Monsoon
Karnataka,Raichur,10.0,12.0,48.0,2013-02-08,Winter
Karnataka,Raichur,10.0,10.0,28.0,2013-05-08,Summer
Karnataka,Raichur,11.0,12.0,34.0,2013-09-08,Monsoon
Karnataka,Raichur,10.0,13.0,39.0,2013-08-13,Monsoon
Karnataka,Raichur,9.0,15.0,59.0,2013-08-17,Monsoon
Karnataka,Raichur,10.0,10.0,17.0,2013-08-21,Monsoon
Karnataka,Raichur,10.0,13.0,56.0,2013-08-25,Monsoon
Karnataka,Raichur,10.0,14.0,39.0,2013-08-29,Monsoon
Karnataka,Raichur,11.0,15.0,81.0,2013-02-09,Winter
Karnataka,Raichur,9.0,16.0,89.0,2013-05-09,Summer
Karnataka,Raichur,11.0,15.0,33.0,2013-10-09,Monsoon
Karnataka,Raichur,9.0,14.0,88.0,2013-09-13,Monsoon
Karnataka,Raichur,9.0,15.0,67.0,2013-09-18,Monsoon
Karnataka,Raichur,7.0,19.0,98.0,2013-09-21,Monsoon
Karnataka,Raichur,7.0,12.0,78.0,2013-09-25,Monsoon
Karnataka,Raichur,9.0,11.0,75.0,2013-09-29,Monsoon
Karnataka,Raichur,9.0,13.0,93.0,2013-03-10,Summer
Karnataka,Raichur,11.0,15.0,94.0,2013-07-10,Monsoon
Karnataka,Raichur,11.0,16.0,85.0,2013-11-10,Winter
Karnataka,Raichur,9.0,14.0,96.0,2013-10-16,Monsoon
Karnataka,Raichur,11.0,13.0,139.0,2013-10-19,Monsoon
Karnataka,Raichur,8.0,17.0,115.0,2013-10-22,Monsoon
Karnataka,Raichur,11.0,17.0,81.0,2013-10-27,Monsoon
Karnataka,Raichur,12.0,13.0,101.0,2013-10-30,Monsoon
Karnataka,Raichur,12.0,16.0,129.0,2013-03-11,Summer
Karnataka,Raichur,10.0,11.0,122.0,2013-05-11,Summer
Karnataka,Raichur,12.0,16.0,121.0,2013-09-11,Monsoon
Karnataka,Raichur,11.0,15.0,128.0,2013-12-11,Winter
Karnataka,Raichur,7.0,10.0,143.0,2013-11-15,Winter
Karnataka,Raichur,10.0,10.0,114.0,2013-11-18,Winter
Karnataka,Raichur,9.0,16.0,164.0,2013-11-21,Winter
Karnataka,Raichur,10.0,13.0,94.0,2013-11-27,Winter
Karnataka,Raichur,9.0,12.0,96.0,2013-02-12,Winter
Karnataka,Raichur,10.0,14.0,167.0,2013-06-12,Monsoon
Karnataka,Raichur,9.0,23.0,138.0,2013-10-12,Monsoon
Karnataka,Raichur,10.0,15.0,125.0,2013-12-14,Winter
Karnataka,Raichur,10.0,14.0,178.0,2013-12-20,Winter
Karnataka,Raichur,11.0,12.0,169.0,2013-12-21,Winter
Karnataka,Raichur,9.0,15.0,154.0,2013-12-26,Winter
Karnataka,Raichur,12.0,14.0,138.0,2013-12-29,Winter
Karnataka,Shimoga,6.0,10.0,42.0,2013-03-01,Summer
Karnataka,Shimoga,7.0,14.0,78.0,2013-07-01,Monsoon
Karnataka,Shimoga,5.0,9.0,73.0,2013-10-01,Monsoon
Karnataka,Shimoga,13.0,14.0,71.0,2013-01-15,Winter
Karnataka,Shimoga,6.0,10.0,52.0,2013-01-17,Winter
Karnataka,Shimoga,4.0,6.0,86.0,2013-01-21,Winter
Karnataka,Shimoga,7.0,11.0,54.0,2013-01-24,Winter
Karnataka,Shimoga,4.0,7.0,106.0,2013-01-28,Winter
Karnataka,Shimoga,4.0,7.0,88.0,2013-01-31,Winter
Karnataka,Shimoga,5.0,9.0,104.0,2013-04-02,Summer
Karnataka,Shimoga,5.0,8.0,57.0,2013-07-02,Monsoon
Karnataka,Shimoga,4.0,8.0,76.0,2013-11-02,Winter
Karnataka,Shimoga,10.0,15.0,83.0,2013-02-14,Winter
Karnataka,Shimoga,5.0,9.0,69.0,2013-02-18,Winter
Karnataka,Shimoga,6.0,9.0,87.0,2013-02-22,Winter
Karnataka,Shimoga,7.0,10.0,109.0,2013-02-25,Winter
Karnataka,Shimoga,7.0,13.0,163.0,2013-04-03,Summer
Karnataka,Shimoga,6.0,9.0,64.0,2013-07-03,Monsoon
Karnataka,Shimoga,4.0,7.0,82.0,2013-11-03,Winter
Karnataka,Shimoga,8.0,11.0,54.0,2013-03-14,Summer
Karnataka,Shimoga,9.0,10.0,34.0,2013-03-18,Summer
Karnataka,Shimoga,4.0,13.0,57.0,2013-03-21,Summer
Karnataka,Shimoga,5.0,8.0,44.0,2013-03-25,Summer
Karnataka,Shimoga,6.0,9.0,29.0,2013-03-28,Summer
Karnataka,Shimoga,5.0,9.0,36.0,2013-01-04,Winter
Karnataka,Shimoga,4.0,8.0,45.0,2013-04-04,Summer
Karnataka,Shimoga,5.0,5.0,93.0,2013-08-04,Monsoon
Karnataka,Shimoga,5.0,7.0,92.0,2013-12-04,Winter
Karnataka,Shimoga,5.0,8.0,90.0,2013-04-15,Summer
Karnataka,Shimoga,4.0,6.0,65.0,2013-04-18,Summer
Karnataka,Shimoga,5.0,7.0,34.0,2013-04-22,Summer
Karnataka,Shimoga,6.0,9.0,34.0,2013-04-25,Summer
Karnataka,Shimoga,6.0,9.0,31.0,2013-04-29,Summer
Karnataka,Shimoga,4.0,5.0,31.0,2013-02-05,Winter
Karnataka,Shimoga,4.0,6.0,20.0,2013-06-05,Monsoon
Karnataka,Shimoga,4.0,8.0,23.0,2013-09-05,Monsoon
Karnataka,Shimoga,3.0,5.0,74.0,2013-05-14,Summer
Karnataka,Shimoga,5.0,7.0,30.0,2013-05-16,Summer
Karnataka,Shimoga,6.0,8.0,107.0,2013-05-20,Summer
Karnataka,Shimoga,4.0,8.0,60.0,2013-05-23,Summer
Karnataka,Shimoga,4.0,6.0,32.0,2013-05-27,Summer
Karnataka,Shimoga,4.0,6.0,30.0,2013-05-30,Summer
Karnataka,Shimoga,4.0,7.0,56.0,2013-03-06,Summer
Karnataka,Shimoga,5.0,9.0,31.0,2013-06-06,Monsoon
Karnataka,Shimoga,3.0,5.0,32.0,2013-10-06,Monsoon
Karnataka,Shimoga,3.0,5.0,40.0,2013-06-13,Monsoon
Karnataka,Shimoga,3.0,5.0,27.0,2013-06-17,Monsoon
Karnataka,Shimoga,4.0,7.0,29.0,2013-06-20,Monsoon
Karnataka,Shimoga,6.0,11.0,36.0,2013-06-24,Monsoon
Karnataka,Shimoga,3.0,5.0,20.0,2013-06-27,Monsoon
Karnataka,Shimoga,4.0,7.0,25.0,2013-01-07,Winter
Karnataka,Shimoga,7.0,11.0,52.0,2013-04-07,Summer
Karnataka,Shimoga,5.0,7.0,36.0,2013-08-07,Monsoon
Karnataka,Shimoga,6.0,8.0,27.0,2013-11-07,Winter
Karnataka,Shimoga,6.0,10.0,16.0,2013-07-15,Monsoon
Karnataka,Shimoga,6.0,9.0,21.0,2013-07-18,Monsoon
Karnataka,Shimoga,8.0,11.0,29.0,2013-07-22,Monsoon
Karnataka,Shimoga,8.0,12.0,25.0,2013-07-25,Monsoon
Karnataka,Shimoga,10.0,15.0,28.0,2013-07-29,Monsoon
Karnataka,Shimoga,7.0,11.0,19.0,2013-01-08,Winter
Karnataka,Shimoga,7.0,12.0,30.0,2013-05-08,Summer
Karnataka,Shimoga,6.0,8.0,26.0,2013-08-08,Monsoon
Karnataka,Shimoga,5.0,8.0,18.0,2013-12-08,Winter
Karnataka,Shimoga,6.0,10.0,42.0,2013-08-16,Monsoon
Karnataka,Shimoga,6.0,8.0,19.0,2013-08-19,Monsoon
Karnataka,Shimoga,8.0,11.0,19.0,2013-08-22,Monsoon
Karnataka,Shimoga,5.0,8.0,18.0,2013-08-26,Monsoon
Karnataka,Shimoga,5.0,9.0,56.0,2013-08-29,Monsoon
Karnataka,Shimoga,5.0,7.0,32.0,2013-02-09,Winter
Karnataka,Shimoga,6.0,11.0,83.0,2013-05-09,Summer
Karnataka,Shimoga,6.0,10.0,45.0,2013-10-09,Monsoon
Karnataka,Shimoga,5.0,8.0,28.0,2013-09-13,Monsoon
Karnataka,Shimoga,4.0,9.0,81.0,2013-09-16,Monsoon
Karnataka,Shimoga,7.0,9.0,24.0,2013-09-19,Monsoon
Karnataka,Shimoga,7.0,9.0,25.0,2013-09-24,Monsoon
Karnataka,Shimoga,8.0,11.0,18.0,2013-09-26,Monsoon
Karnataka,Shimoga,7.0,9.0,18.0,2013-09-30,Monsoon
Karnataka,Shimoga,4.0,6.0,128.0,2013-03-10,Summer
Karnataka,Shimoga,5.0,8.0,84.0,2013-07-10,Monsoon
Karnataka,Shimoga,3.0,5.0,29.0,2013-10-10,Monsoon
Karnataka,Shimoga,5.0,9.0,18.0,2013-10-15,Monsoon
Karnataka,Shimoga,4.0,6.0,38.0,2013-10-17,Monsoon
Karnataka,Shimoga,4.0,8.0,24.0,2013-10-21,Monsoon
Karnataka,Shimoga,4.0,6.0,22.0,2013-10-24,Monsoon
Karnataka,Shimoga,4.0,7.0,23.0,2013-10-28,Monsoon
Karnataka,Shimoga,3.0,5.0,41.0,2013-10-31,Monsoon
Karnataka,Shimoga,3.0,5.0,59.0,2013-05-11,Summer
Karnataka,Shimoga,3.0,5.0,69.0,2013-07-11,Monsoon
Karnataka,Shimoga,3.0,5.0,87.0,2013-11-11,Winter
Karnataka,Shimoga,6.0,11.0,65.0,2013-11-14,Winter
Karnataka,Shimoga,7.0,10.0,39.0,2013-11-18,Winter
Karnataka,Shimoga,6.0,9.0,55.0,2013-11-21,Winter
Karnataka,Shimoga,7.0,11.0,21.0,2013-11-25,Winter
Karnataka,Shimoga,9.0,13.0,57.0,2013-11-28,Winter
Karnataka,Shimoga,4.0,7.0,41.0,2013-02-12,Winter
Karnataka,Shimoga,3.0,8.0,57.0,2013-05-12,Summer
Karnataka,Shimoga,4.0,7.0,55.0,2013-09-12,Monsoon
Karnataka,Shimoga,5.0,8.0,64.0,2013-12-12,Winter
Karnataka,Shimoga,6.0,10.0,78.0,2013-12-16,Winter
Karnataka,Shimoga,4.0,6.0,59.0,2013-12-19,Winter
Karnataka,Shimoga,6.0,10.0,57.0,2013-12-23,Winter
Karnataka,Shimoga,5.0,9.0,56.0,2013-12-26,Winter
Karnataka,Shimoga,5.0,8.0,95.0,2013-12-30,Winter
Karnataka,Bangalore,16.0,31.0,109.0,2014-03-01,Summer
Karnataka,Bangalore,15.0,30.0,134.0,2014-06-01,Monsoon
Karnataka,Bangalore,16.0,30.0,171.0,2014-01-17,Winter
Karnataka,Bangalore,11.0,28.0,129.0,2014-01-27,Winter
Karnataka,Bangalore,15.0,30.0,144.0,2014-01-29,Winter
Karnataka,Bangalore,13.0,29.0,160.0,2014-01-30,Winter
Karnataka,Bangalore,15.0,29.0,247.0,2014-03-02,Summer
Karnataka,Bangalore,12.0,28.0,49.0,2014-10-02,Monsoon
Karnataka,Bangalore,17.0,30.0,110.0,2014-02-14,Winter
Karnataka,Bangalore,15.0,29.0,211.0,2014-02-17,Winter
Karnataka,Bangalore,15.0,29.0,182.0,2014-02-19,Winter
Karnataka,Bangalore,13.0,29.0,58.0,2014-02-21,Winter
Karnataka,Bangalore,15.0,30.0,94.0,2014-03-03,Summer
Karnataka,Bangalore,16.0,29.0,170.0,2014-05-03,Summer
Karnataka,Bangalore,17.0,30.0,195.0,2014-10-03,Monsoon
Karnataka,Bangalore,12.0,30.0,49.0,2014-11-03,Winter
Karnataka,Bangalore,15.0,29.0,125.0,2014-12-03,Winter
Karnataka,Bangalore,15.0,29.0,166.0,2014-03-14,Summer
Karnataka,Bangalore,15.0,29.0,192.0,2014-03-17,Summer
Karnataka,Bangalore,15.0,29.0,47.0,2014-03-18,Summer
Karnataka,Bangalore,13.0,29.0,328.0,2014-03-19,Summer
Karnataka,Bangalore,17.0,31.0,257.0,2014-03-21,Summer
Karnataka,Bangalore,17.0,31.0,56.0,2014-03-23,Summer
Karnataka,Bangalore,16.0,30.0,133.0,2014-03-24,Summer
Karnataka,Bangalore,16.0,29.0,162.0,2014-03-25,Summer
Karnataka,Bangalore,16.0,31.0,256.0,2014-03-26,Summer
Karnataka,Bangalore,19.0,33.0,58.0,2014-03-27,Summer
Karnataka,Bangalore,20.0,32.0,194.0,2014-03-28,Summer
Karnataka,Bangalore,16.0,31.0,211.0,2014-07-04,Monsoon
Karnataka,Bangalore,18.0,31.0,161.0,2014-04-15,Summer
Karnataka,Bangalore,17.0,31.0,256.0,2014-04-23,Summer
Karnataka,Bangalore,18.0,32.0,247.0,2014-04-25,Summer
Karnataka,Bangalore,15.0,29.0,220.0,2014-04-28,Summer
Karnataka,Bangalore,13.0,31.0,225.0,2014-05-05,Summer
Karnataka,Bangalore,13.0,30.0,232.0,2014-12-05,Winter
Karnataka,Bangalore,14.0,30.0,184.0,2014-05-16,Summer
